count,CL_filter,xmt_control,zero
0.000000,-0.000003,0.150000,-0.000000
0.050000,-0.000017,0.150000,-0.000000
0.100000,0.000021,0.150000,-0.000000
0.150000,0.000242,0.150000,-0.000000
0.200000,0.000740,0.150000,-0.000000
0.250000,0.001452,0.150000,-0.000000
0.300000,0.002205,0.150000,-0.000000
0.350000,0.003008,0.150000,-0.000000
0.400000,0.003806,0.150000,-0.000000
0.450000,0.004225,0.150000,-0.000000
0.500000,0.003930,0.150000,-0.000000
0.550000,0.003106,0.150000,-0.000000
0.600000,0.002460,0.150000,-0.000000
0.650000,0.002384,0.150000,-0.000000
0.700000,0.002661,0.150000,-0.000000
0.750000,0.003014,0.150000,-0.000000
0.800000,0.003510,0.150000,-0.000000
0.850000,0.004190,0.150000,-0.000000
0.900000,0.004830,0.150000,-0.000000
0.950000,0.005077,0.150000,-0.000000
1.000000,0.005018,0.150000,-0.000000
1.050000,0.005015,0.150000,-0.000000
1.100000,0.005056,0.150000,-0.000000
1.150000,0.004829,0.150000,-0.000000
1.200000,0.004124,0.150000,-0.000000
1.250000,0.003178,0.150000,-0.000000
1.300000,0.002575,0.150000,-0.000000
1.350000,0.002726,0.150000,-0.000000
1.400000,0.003722,0.150000,-0.000000
1.450000,0.005168,0.150000,-0.000000
1.500000,0.006522,0.150000,-0.000000
1.550000,0.007535,0.150000,-0.000000
1.600000,0.008067,0.150000,-0.000000
1.650000,0.008062,0.150000,-0.000000
1.700000,0.007371,0.150000,-0.000000
1.750000,0.006094,0.150000,-0.000000
1.800000,0.004642,0.150000,-0.000000
1.850000,0.003576,0.150000,-0.000000
1.900000,0.003173,0.150000,-0.000000
1.950000,0.003462,0.150000,-0.000000
2.000000,0.004182,0.150000,-0.000000
2.050000,0.004919,0.150000,-0.000000
2.100000,0.005241,0.150000,-0.000000
2.150000,0.005108,0.150000,-0.000000
2.200000,0.005050,0.150000,-0.000000
2.250000,0.005634,0.150000,-0.000000
2.300000,0.006648,0.150000,-0.000000
2.350000,0.007507,0.150000,-0.000000
2.400000,0.007600,0.150000,-0.000000
2.450000,0.006913,0.150000,-0.000000
2.500000,0.005786,0.150000,-0.000000
2.550000,0.004781,0.150000,-0.000000
2.600000,0.004349,0.150000,-0.000000
2.650000,0.004501,0.150000,-0.000000
2.700000,0.004701,0.150000,-0.000000
2.750000,0.004578,0.150000,-0.000000
2.800000,0.004078,0.150000,-0.000000
2.850000,0.003588,0.150000,-0.000000
2.900000,0.003394,0.150000,-0.000000
2.950000,0.003724,0.150000,-0.000000
3.000000,0.004335,0.150000,-0.000000
3.050000,0.004852,0.150000,-0.000000
3.100000,0.005000,0.150000,-0.000000
3.150000,0.005091,0.150000,-0.000000
3.200000,0.005582,0.150000,-0.000000
3.250000,0.006403,0.150000,-0.000000
3.300000,0.007017,0.150000,-0.000000
3.350000,0.006942,0.150000,-0.000000
3.400000,0.006106,0.150000,-0.000000
3.450000,0.004969,0.150000,-0.000000
3.500000,0.004091,0.150000,-0.000000
3.550000,0.003778,0.150000,-0.000000
3.600000,0.004068,0.150000,-0.000000
3.650000,0.004594,0.150000,-0.000000
3.700000,0.005023,0.150000,-0.000000
3.750000,0.004997,0.150000,-0.000000
3.800000,0.004438,0.150000,-0.000000
3.850000,0.003732,0.150000,-0.000000
3.900000,0.003433,0.150000,-0.000000
3.950000,0.003723,0.150000,-0.000000
4.000000,0.004423,0.150000,-0.000000
4.050000,0.005099,0.150000,-0.000000
4.100000,0.005450,0.150000,-0.000000
4.150000,0.005228,0.150000,-0.000000
4.200000,0.004547,0.150000,-0.000000
4.250000,0.003835,0.150000,-0.000000
4.300000,0.003514,0.150000,-0.000000
4.350000,0.003790,0.150000,-0.000000
4.400000,0.004629,0.150000,-0.000000
4.450000,0.005664,0.150000,-0.000000
4.500000,0.006280,0.150000,-0.000000
4.550000,0.006029,0.150000,-0.000000
4.600000,0.005108,0.150000,-0.000000
4.650000,0.004018,0.150000,-0.000000
4.700000,0.003116,0.150000,-0.000000
4.750000,0.002648,0.150000,-0.000000
4.800000,0.002842,0.150000,-0.000000
4.850000,0.003586,0.150000,-0.000000
4.900000,0.004451,0.150000,-0.000000
4.950000,0.004782,0.150000,-0.000000
5.000000,0.004324,0.150000,-0.000000
5.050000,0.003489,0.150000,-0.000000
5.100000,0.003053,0.150000,-0.000000
5.150000,0.003546,0.150000,-0.000000
5.200000,0.004618,0.150000,-0.000000
5.250000,0.005353,0.150000,-0.000000
5.300000,0.005286,0.150000,-0.000000
5.350000,0.004783,0.150000,-0.000000
5.400000,0.004420,0.150000,-0.000000
5.450000,0.004523,0.150000,-0.000000
5.500000,0.004932,0.150000,-0.000000
5.550000,0.005480,0.150000,-0.000000
5.600000,0.006035,0.150000,-0.000000
5.650000,0.006378,0.150000,-0.000000
5.700000,0.006187,0.150000,-0.000000
5.750000,0.005413,0.150000,-0.000000
5.800000,0.004382,0.150000,-0.000000
5.850000,0.003677,0.150000,-0.000000
5.900000,0.003449,0.150000,-0.000000
5.950000,0.003429,0.150000,-0.000000
6.000000,0.003394,0.150000,-0.000000
6.050000,0.003361,0.150000,-0.000000
6.100000,0.003484,0.150000,-0.000000
6.150000,0.003583,0.150000,-0.000000
6.200000,0.003406,0.150000,-0.000000
6.250000,0.003108,0.150000,-0.000000
6.300000,0.003285,0.150000,-0.000000
6.350000,0.004255,0.150000,-0.000000
6.400000,0.005595,0.150000,-0.000000
6.450000,0.006604,0.150000,-0.000000
6.500000,0.007102,0.150000,-0.000000
6.550000,0.007166,0.150000,-0.000000
6.600000,0.006976,0.150000,-0.000000
6.650000,0.006582,0.150000,-0.000000
6.700000,0.006297,0.150000,-0.000000
6.750000,0.006278,0.150000,-0.000000
6.800000,0.006299,0.150000,-0.000000
6.850000,0.005988,0.150000,-0.000000
6.900000,0.005320,0.150000,-0.000000
6.950000,0.004704,0.150000,-0.000000
7.000000,0.004496,0.150000,-0.000000
7.050000,0.004535,0.150000,-0.000000
7.100000,0.004612,0.150000,-0.000000
7.150000,0.004647,0.150000,-0.000000
7.200000,0.004632,0.150000,-0.000000
7.250000,0.004543,0.150000,-0.000000
7.300000,0.004522,0.150000,-0.000000
7.350000,0.004725,0.150000,-0.000000
7.400000,0.004878,0.150000,-0.000000
7.450000,0.004643,0.150000,-0.000000
7.500000,0.004199,0.150000,-0.000000
7.550000,0.004135,0.150000,-0.000000
7.600000,0.004559,0.150000,-0.000000
7.650000,0.004861,0.150000,-0.000000
7.700000,0.004606,0.150000,-0.000000
7.750000,0.004101,0.150000,-0.000000
7.800000,0.003864,0.150000,-0.000000
7.850000,0.003972,0.150000,-0.000000
7.900000,0.004125,0.150000,-0.000000
7.950000,0.004176,0.150000,-0.000000
8.000000,0.004317,0.150000,-0.000000
8.050000,0.004769,0.150000,-0.000000
8.100000,0.005369,0.150000,-0.000000
8.150000,0.005670,0.150000,-0.000000
8.200000,0.005439,0.150000,-0.000000
8.250000,0.005101,0.150000,-0.000000
8.300000,0.005258,0.150000,-0.000000
8.350000,0.005708,0.150000,-0.000000
8.400000,0.005841,0.150000,-0.000000
8.450000,0.005353,0.150000,-0.000000
8.500000,0.004591,0.150000,-0.000000
8.550000,0.003965,0.150000,-0.000000
8.600000,0.003775,0.150000,-0.000000
8.650000,0.004131,0.150000,-0.000000
8.700000,0.005048,0.150000,-0.000000
8.750000,0.006248,0.150000,-0.000000
8.800000,0.007244,0.150000,-0.000000
8.850000,0.007487,0.150000,-0.000000
8.900000,0.006948,0.150000,-0.000000
8.950000,0.006291,0.150000,-0.000000
9.000000,0.006268,0.150000,-0.000000
9.050000,0.006835,0.150000,-0.000000
9.100000,0.007382,0.150000,-0.000000
9.150000,0.007349,0.150000,-0.000000
9.200000,0.006682,0.150000,-0.000000
9.250000,0.005688,0.150000,-0.000000
9.300000,0.004968,0.150000,-0.000000
